0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,sim_times,num_qubits_info,num_gates_info,num_params_info,circuit_depth_info,num_qubits_after_transpile,date,state_0000,state_0001,state_0010,state_0011,state_0100,state_0101,state_0110,state_0111,state_1000,state_1001,state_1010,state_1011,state_1100,state_1101,state_1110,state_1111
1.0,1.5707964,0.00012025574,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00012025574,2.7180275e-05,0.00016314388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00012025574,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00012025574,2.7180275e-05,0.00515835,3.0,0.0,0.000100974874,0.000131437,0.00515835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000100974874,0.000131437,0.006080289,3.0,0.0,9.688264e-05,9.4184965e-05,0.006080289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.688264e-05,9.4184965e-05,0.011476946,3.0,0.0,0.00012695124,2.4883846e-05,0.011476946,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00012025574,2.7180275e-05,0.0106,5.0,0.0,0.000100974874,0.000131437,0.015,5.0,0.0,9.688264e-05,9.4184965e-05,0.0235,5.0,0.0,0.00012695124,2.4883846e-05,0.0091,0.552654504776001,4,9,0,5,4,2021-11-15 00:00:00,0.4816,0.0055,0.0064,0.0023,0.0108,0.0001,0.0001,0.0069,0.0039,0.0003,0.0002,0.0132,0.0007,0.0112,0.0067,0.4501
1.0,1.5707964,0.00011564247,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00011564247,2.7180275e-05,0.0002689162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00011564247,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011564247,2.7180275e-05,0.0050242385,3.0,0.0,0.00015798249,0.00015912166,0.0050242385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00015798249,0.00015912166,0.0057096477,3.0,0.0,8.431989e-05,0.000121710866,0.0057096477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.431989e-05,0.000121710866,0.009964475,3.0,0.0,0.00013138559,2.4883846e-05,0.009964475,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00011564247,2.7180275e-05,0.0176,5.0,0.0,0.00015798249,0.00015912166,0.0143,5.0,0.0,8.431989e-05,0.000121710866,0.0226,5.0,0.0,0.00013138559,2.4883846e-05,0.0293,0.5572826862335205,4,9,0,5,4,2021-11-15 06:00:00,0.4492,0.0145,0.0053,0.0029,0.0115,0.0003,0.0001,0.0064,0.0233,0.0008,0.0006,0.0113,0.0011,0.0091,0.0071,0.4565
1.0,1.5707964,0.000108882756,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.000108882756,2.7180275e-05,0.0002689162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.000108882756,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000108882756,2.7180275e-05,0.0050242385,3.0,0.0,0.00022862424,0.00015912166,0.0050242385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00022862424,0.00015912166,0.0057096477,3.0,0.0,0.000115103416,0.000121710866,0.0057096477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.000115103416,0.000121710866,0.009964475,3.0,0.0,0.00012473328,2.4883846e-05,0.009964475,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.000108882756,2.7180275e-05,0.0176,5.0,0.0,0.00022862424,0.00015912166,0.0143,5.0,0.0,0.000115103416,0.000121710866,0.0226,5.0,0.0,0.00012473328,2.4883846e-05,0.0293,1.1032118797302246,4,9,0,5,4,2021-11-15 12:00:00,0.4408,0.012,0.0039,0.0021,0.0081,0.0006,0.0,0.0063,0.0248,0.0016,0.0003,0.0143,0.0013,0.0101,0.0053,0.4685
1.0,1.5707964,0.0001563738,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0001563738,2.7180275e-05,0.0002689162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.0001563738,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0001563738,2.7180275e-05,0.0050242385,3.0,0.0,0.0001462064,0.00015912166,0.0050242385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0001462064,0.00015912166,0.0057096477,3.0,0.0,0.00011216724,0.000121710866,0.0057096477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011216724,0.000121710866,0.009964475,3.0,0.0,0.00017010725,2.4883846e-05,0.009964475,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0001563738,2.7180275e-05,0.0176,5.0,0.0,0.0001462064,0.00015912166,0.0143,5.0,0.0,0.00011216724,0.000121710866,0.0226,5.0,0.0,0.00017010725,2.4883846e-05,0.0293,0.6251492500305176,4,9,0,5,4,2021-11-15 18:00:00,0.443,0.0104,0.0052,0.0022,0.0103,0.0003,0.0002,0.0058,0.0251,0.0006,0.0002,0.0131,0.0011,0.012,0.0064,0.4641
1.0,1.5707964,0.00011986513,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00011986513,2.7180275e-05,0.0002689162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00011986513,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011986513,2.7180275e-05,0.0050242385,3.0,0.0,0.00022022142,0.00015912166,0.0050242385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00022022142,0.00015912166,0.0057096477,3.0,0.0,9.6870615e-05,0.000121710866,0.0057096477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.6870615e-05,0.000121710866,0.009964475,3.0,0.0,0.0001613566,2.4883846e-05,0.009964475,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00011986513,2.7180275e-05,0.0176,5.0,0.0,0.00022022142,0.00015912166,0.0143,5.0,0.0,9.6870615e-05,0.000121710866,0.0226,5.0,0.0,0.0001613566,2.4883846e-05,0.0293,1.131620168685913,4,9,0,5,4,2021-11-16 00:00:00,0.4362,0.0119,0.0055,0.002,0.0116,0.0004,0.0003,0.0063,0.0251,0.001,0.0005,0.0129,0.0009,0.0087,0.0069,0.4698
1.0,1.5707964,0.00011427151,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00011427151,2.7180275e-05,0.0001507287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00011427151,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011427151,2.7180275e-05,0.003987099,3.0,0.0,0.00016897802,0.00018564271,0.003987099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00016897802,0.00018564271,0.0054227747,3.0,0.0,0.0001278826,0.000118136006,0.0054227747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0001278826,0.000118136006,0.010019995,3.0,0.0,0.00013672921,2.4883846e-05,0.010019995,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00011427151,2.7180275e-05,0.0093,5.0,0.0,0.00016897802,0.00018564271,0.011,5.0,0.0,0.0001278826,0.000118136006,0.0226,5.0,0.0,0.00013672921,2.4883846e-05,0.0276,0.5911755561828613,4,9,0,5,4,2021-11-16 06:00:00,0.4503,0.0065,0.004,0.0015,0.008,0.0003,0.0002,0.0057,0.0223,0.0003,0.0003,0.0144,0.0009,0.007,0.0076,0.4707
1.0,1.5707964,0.00014917628,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00014917628,2.7180275e-05,0.0001507287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00014917628,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00014917628,2.7180275e-05,0.003987099,3.0,0.0,0.00020792022,0.00018564271,0.003987099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00020792022,0.00018564271,0.0054227747,3.0,0.0,0.00012566213,0.000118136006,0.0054227747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00012566213,0.000118136006,0.010019995,3.0,0.0,0.00014832546,2.4883846e-05,0.010019995,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00014917628,2.7180275e-05,0.0093,5.0,0.0,0.00020792022,0.00018564271,0.011,5.0,0.0,0.00012566213,0.000118136006,0.0226,5.0,0.0,0.00014832546,2.4883846e-05,0.0276,0.6781520843505859,4,9,0,5,4,2021-11-16 12:00:00,0.4549,0.0054,0.0059,0.0021,0.0097,0.0002,0.0002,0.0057,0.0244,0.0004,0.0005,0.0164,0.0014,0.0061,0.0068,0.4599
1.0,1.5707964,0.00014917628,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00014917628,2.7180275e-05,0.0001507287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00014917628,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00014917628,2.7180275e-05,0.003987099,3.0,0.0,0.00020792022,0.00018564271,0.003987099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00020792022,0.00018564271,0.0054227747,3.0,0.0,0.00012566213,0.000118136006,0.0054227747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00012566213,0.000118136006,0.010019995,3.0,0.0,0.00014832546,2.4883846e-05,0.010019995,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00014917628,2.7180275e-05,0.0093,5.0,0.0,0.00020792022,0.00018564271,0.011,5.0,0.0,0.00012566213,0.000118136006,0.0226,5.0,0.0,0.00014832546,2.4883846e-05,0.0276,1.174027919769287,4,9,0,5,4,2021-11-16 18:00:00,0.4537,0.0049,0.0054,0.0016,0.0096,0.0003,0.0,0.0054,0.0226,0.0004,0.0005,0.0115,0.0013,0.0068,0.0056,0.4704
1.0,1.5707964,0.00011563538,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00011563538,2.7180275e-05,0.0001507287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00011563538,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011563538,2.7180275e-05,0.003987099,3.0,0.0,0.00018261834,0.00018564271,0.003987099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00018261834,0.00018564271,0.0054227747,3.0,0.0,0.00010852053,0.000118136006,0.0054227747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00010852053,0.000118136006,0.010019995,3.0,0.0,0.00016700885,2.4883846e-05,0.010019995,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00011563538,2.7180275e-05,0.0093,5.0,0.0,0.00018261834,0.00018564271,0.011,5.0,0.0,0.00010852053,0.000118136006,0.0226,5.0,0.0,0.00016700885,2.4883846e-05,0.0276,0.6322815418243408,4,9,0,5,4,2021-11-17 00:00:00,0.4552,0.0054,0.006,0.0025,0.0109,0.0002,0.0001,0.0053,0.0211,0.0004,0.0011,0.0133,0.001,0.007,0.0061,0.4644
1.0,1.5707964,0.00011563538,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00011563538,2.7180275e-05,0.0001507287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5707964,0.00011563538,2.7180275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00011563538,2.7180275e-05,0.003987099,3.0,0.0,0.00018261834,0.00018564271,0.003987099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00018261834,0.00018564271,0.0054227747,3.0,0.0,0.00010852053,0.000118136006,0.0054227747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.00010852053,0.000118136006,0.010019995,3.0,0.0,0.00016700885,2.4883846e-05,0.010019995,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.00011563538,2.7180275e-05,0.0093,5.0,0.0,0.00018261834,0.00018564271,0.011,5.0,0.0,0.00010852053,0.000118136006,0.0226,5.0,0.0,0.00016700885,2.4883846e-05,0.0276,1.1207010746002197,4,9,0,5,4,2021-11-17 06:00:00,0.4542,0.0053,0.0063,0.0021,0.0108,0.0002,0.0004,0.0053,0.0219,0.0007,0.0005,0.0138,0.0005,0.0065,0.0062,0.4653
